source,target,rating
4217,5452,4.5
4694,3000,6.5
3000,4694,6.5
1958,35,7.5
280,4131,5.5
4131,280,5.5
280,1850,3.5
1565,905,4.5
5269,1953,5.5
1953,5269,5.5
1565,2212,2.5
2614,1213,5.5
2614,5453,5.5
4921,4611,6.0
4515,280,7.0
280,4515,7.5
1953,5454,0.0
3452,5403,5.5
5403,3452,5.5
1953,4266,7.5
905,5403,5.5
2045,5455,5.5
3988,4499,6.5
5403,4209,5.5
4209,5403,5.5
4867,4291,5.5
4291,4867,5.5
3988,5306,5.5
5403,905,6.0
3988,4125,6.5
4217,3504,4.5
5403,4608,5.5
4608,5403,5.5
5417,5456,5.5
3649,5403,5.5
5403,3649,5.5
4916,5457,5.5
5457,1850,5.5
1,1615,9.5
1615,1,9.5
5403,3714,6.0
4172,5396,2.5
4172,5103,0.0
5403,2063,6.0
361,1352,5.5
2063,5403,6.0
5403,4365,6.5
4365,5403,6.5
2303,5397,5.5
5397,2303,5.5
3714,5403,6.0
4205,5458,10.0
5458,4205,10.0
4205,3988,5.5
3988,3172,6.0
3172,3988,6.0
3919,3988,5.5
5458,3982,10.0
3572,4921,5.5
4921,3572,5.5
2067,6,4.5
4172,3380,0.0
2125,1383,2.5
2125,62,1.0
4197,3699,5.5
3699,4197,5.5
1018,2028,4.0
2125,4611,5.5
2125,4833,6.0
1731,3699,5.5
3699,1731,5.5
1437,35,10.0
1437,775,5.5
1437,1217,5.5
3452,3714,5.5
1018,2486,5.5
3988,5459,5.5
4921,3988,5.5
3988,4921,6.0
5403,5443,5.5
5443,5403,5.5
4649,5460,5.5
5460,4649,5.5
3649,4788,7.5
5403,5422,5.5
2934,5461,0.0
1334,1731,7.0
5028,4267,6.0
2642,2262,4.5
3714,3452,5.5
4291,5368,6.5
3897,4291,10.0
4291,3897,10.0
3988,5463,2.5
3988,5462,2.5
4291,3919,5.5
4611,5403,7.0
4611,4921,6.5
3897,1832,7.0
4611,3000,6.5
3000,4611,7.0
2486,1018,5.5
4649,4365,5.5
4365,4649,5.5
1318,6,0.0
4320,5259,9.5
5259,4320,9.5
3910,3988,7.5
4611,3988,6.0
3988,4611,6.0
3988,3910,7.0
5413,5411,6.5
3988,3781,5.5
3982,5458,10.0
4829,5079,5.5
5079,4829,5.5
4828,5079,6.0
5079,4828,6.0
1731,4304,5.5
4304,1731,5.5
5413,5464,9.5
3897,5403,6.5
5403,3897,5.5
3988,5465,5.5
3988,4205,6.0
3345,5466,5.5
5466,3345,5.5
3452,5466,5.5
5466,3452,5.5
4304,3837,5.5
3837,4304,5.5
1746,2028,0.0
988,5287,7.0
5287,988,7.0
5403,4611,9.0
2125,5467,4.0
35,5468,5.5
35,4642,5.5
3746,5403,7.0
5403,3746,7.0
4993,4949,5.5
3988,5255,7.0
3988,4304,6.5
4304,3988,6.5
3919,1896,4.5
3630,5028,6.0
5028,3630,6.0
5028,4197,5.5
3630,3988,7.0
3988,3630,7.0
361,3897,5.5
3897,361,5.5
3988,1731,6.5
3988,3982,6.0
3982,3988,6.5
1731,3988,6.5
3988,3040,5.5
4304,4559,5.5
4291,5469,5.5
4291,3317,6.0
4649,5470,5.5
5470,4649,5.5
3988,5471,2.5
2125,2987,4.0
5363,2987,0.0
2835,2725,4.5
2642,5472,5.5
5363,5311,5.5
2125,5473,5.5
4611,4189,5.5
4189,4611,5.5
4867,5473,5.5
5473,4867,6.5
5363,4291,7.0
5472,2642,5.5
35,5474,5.5
35,5475,5.5
5475,35,5.5
4611,5476,5.5
5476,4611,5.5
115,3609,5.5
5476,2805,4.5
5476,5477,4.5
4694,4291,8.0
5363,5477,0.0
5363,5471,0.0
3828,4866,5.5
4866,3828,5.5
1352,2233,6.5
5476,3013,5.5
3013,5476,5.5
4172,905,0.0
5363,5259,5.5
5259,5363,5.5
5363,4932,4.5
5363,5193,0.0
5363,5197,0.0
5363,5198,0.0
5363,5200,0.0
5363,5201,0.0
5363,5202,0.0
5363,5203,0.0
3988,2835,5.5
5413,5478,5.5
5478,5476,5.5
5476,5478,5.5
4244,5052,5.5
4244,4235,2.5
3429,1850,5.5
3897,4499,7.0
5460,5466,5.5
5466,5460,5.5
3707,4559,6.0
5439,3707,5.5
4559,62,1.0
4559,115,6.0
5440,3707,6.0
4499,3988,7.5
4499,3897,7.0
1565,4291,7.5
1565,3897,7.5
5465,3988,5.5
2822,3640,7.0
4991,5479,5.5
5479,4991,5.5
4515,5403,4.5
4991,4172,0.0
4172,4991,0.0
5480,4649,5.5
5476,5481,5.5
5481,5476,5.5
2045,5213,0.0
5450,5482,5.5
2642,4291,6.5
5311,5363,5.5
5476,5432,4.5
3988,5476,5.5
5476,3988,5.5
4291,5411,5.5
3707,545,8.0
5479,5483,5.5
5483,5479,5.5
5479,5484,5.5
5484,5479,5.5
545,3707,6.0
545,5482,5.5
545,3640,6.0
4833,5259,6.0
5259,4833,6.0
5363,3897,5.5
3493,5479,0.0
5411,4291,5.5
5460,5383,5.5
5383,5460,5.5
3451,416,5.5
416,3451,5.5
5363,5483,0.0
5363,5484,0.0
5363,4991,0.0
1352,5485,0.0
1352,5157,7.5
5483,5363,0.0
5484,5363,0.0
5479,5363,0.0
2045,5479,0.0
2045,5484,0.0
2125,5479,4.0
2125,5483,4.0
2125,5484,4.0
2045,4991,0.0
2125,4991,4.0
5075,5486,5.5
4385,359,4.5
3828,4382,5.5
4382,3828,5.5
5476,3000,5.5
3000,5476,5.5
4385,6,4.0
1352,5487,5.5
1352,1726,5.5
3897,3345,6.0
3345,3897,6.0
2045,5488,0.0
2045,5473,5.5
192,3919,6.0
5476,5489,5.5
5489,5490,5.5
5489,5363,0.0
5489,5476,10.0
5363,5489,0.0
5363,5479,0.0
5489,2045,0.0
2045,5489,0.0
4925,5491,6.0
5491,4925,6.5
4516,35,6.0
5363,2600,4.5
1363,4251,4.5
3878,3910,6.0
3910,3878,6.0
35,5492,5.5
5492,35,5.5
3828,2498,0.0
3988,4515,6.5
4515,3988,6.5
4882,5413,5.5
5413,4882,5.5
5413,3988,6.0
4197,5494,5.5
5494,4197,5.5
1810,5490,0.0
3897,3714,5.5
3714,3897,5.5
2045,5403,5.5
5403,2045,5.5
2045,3897,5.5
3828,4419,5.5
4385,4922,5.5
550,2067,6.0
5478,5495,5.5
4291,3828,5.5
4922,4385,5.5
4811,2397,8.0
2397,4811,8.0
4291,5480,5.5
5480,4291,5.5
1810,1334,6.5
1334,1810,6.5
2067,550,5.5
5316,4197,6.0
4197,5316,5.5
4291,4253,6.5
3897,4762,6.0
4762,3897,6.0
2067,4439,5.5
2642,2943,6.5
35,1648,5.5
1648,35,5.5
4759,2625,5.5
4867,3278,5.5
3278,4867,5.5
115,5496,5.5
1810,25,4.0
4197,5497,5.5
4197,4762,5.5
4762,4197,5.5
3452,4851,5.5
4851,3452,5.5
3897,3013,6.0
1,4921,6.0
4,5498,6.5
5499,3722,6.5
4925,3452,5.5
3452,4925,5.5
1018,5500,5.5
3452,5501,5.5
5501,3452,5.5
35,5502,5.5
35,5503,5.5
3452,3451,5.5
3451,3452,5.5
3828,4197,8.5
4694,5504,5.5
5504,4694,5.5
2063,2625,6.5
115,2013,0.0
5501,5505,5.5
5505,5501,5.5
2625,2063,6.5
2045,2028,0.0
3000,1832,6.0
1731,905,4.5
2045,4899,5.5
1334,2045,5.5
1810,905,1.0
1334,905,0.0
5404,1953,10.0
5497,4197,5.5
4385,3547,4.5
4385,1528,5.5
3649,5476,5.5
5476,3649,5.5
3828,4291,6.0
4694,3828,6.0
625,1267,5.5
1267,625,5.5
625,4521,5.5
4521,625,5.5
4197,3451,6.0
2943,2642,6.5
545,5506,5.5
5506,545,5.5
5506,1352,5.5
5506,3640,5.5
5506,4860,5.5
5506,3572,5.5
5506,4921,5.5
5506,3707,5.5
5506,5440,5.5
5506,1735,5.5
5506,5065,5.5
5506,2822,5.5
5506,4559,5.5
5506,5249,5.5
5506,4385,5.5
5506,1528,5.5
5506,5482,5.5
5506,5317,5.5
5506,5318,5.5
5506,5450,5.5
5506,3204,5.5
5506,115,5.5
5506,1,5.5
5506,5508,5.5
5506,361,5.5
5506,1512,5.5
1565,5506,5.5
2934,3278,5.5
1810,3897,9.0
3278,2934,5.5
4867,5466,5.5
5466,4867,5.5
2067,5466,5.5
5466,2067,5.5
3878,4559,6.0
4559,3878,5.5
4611,5316,5.5
5316,4611,5.5
4611,4925,5.5
4925,4611,5.5
4611,5510,5.5
5510,4611,5.5
1352,5511,5.5
5511,1352,5.5
1352,5506,5.5
115,5506,5.5
4499,5512,4.5
5512,2067,4.0
2045,5512,2.5
2067,5512,2.5
5508,5506,5.5
3640,5180,5.5
3640,5513,5.5
1352,5513,5.5
4515,4499,5.5
4499,4515,5.5
4860,545,6.5
115,2198,5.5
5440,5506,5.5
4899,2498,0.0
3707,5510,5.5
3640,2296,6.5
3640,1352,6.5
3640,545,6.5
3640,1512,6.0
3640,115,6.0
3640,3707,6.0
3640,4921,6.0
3640,2822,6.0
3640,5482,6.0
3640,5440,6.0
5515,4925,5.5
4125,4611,5.5
5508,1352,6.0
5508,545,6.0
1352,3470,5.5
1735,5516,5.5
5501,35,5.5
5450,545,5.5
3722,4385,5.5
5450,1352,6.0
2388,4136,4.5
5515,1352,6.0
5316,3828,5.5
1916,35,6.0
3878,4172,6.0
5472,5517,5.5
2125,5472,5.5
4925,3640,5.5
4172,3878,6.0
4518,4611,5.5
4611,2942,5.5
550,4197,7.0
5472,5518,5.5
5518,5472,5.5
3828,215,5.5
2067,3828,5.5
3828,2067,5.5
215,3828,5.5
2822,2214,4.5
2822,2028,4.5
5501,5316,6.0
2822,1693,7.5
2822,1735,7.0
4291,4553,7.5
5501,2296,5.5
5180,5519,5.5
3897,2067,6.0
2067,3897,6.0
3897,4131,6.5
4611,412,4.5
2870,5522,10.0
5522,2870,10.0
5249,5521,5.5
1670,5523,6.0
5523,1670,6.0
2296,5501,2.5
5525,4780,5.5
1352,5526,5.5
4780,5525,5.5
3878,5510,6.0
5510,3878,6.0
4899,5501,2.5
5316,5501,5.5
4925,2498,0.0
1810,5501,0.5
115,5527,5.5
3640,5527,5.5
5527,115,5.5
5527,3640,5.5
1735,5527,5.5
3640,5260,6.0
2067,2188,5.5
5525,1352,6.5
5482,5450,5.5
5528,2642,5.5
3707,2642,5.5
5523,3722,5.5
4611,3828,6.0
3722,1670,6.0
3878,3640,5.5
5492,3707,5.5
3707,5492,5.5
4553,4515,7.0
4515,4553,6.5
5526,3878,5.5
3878,4519,7.0
5316,4735,5.5
4735,5316,5.5
1810,5505,0.5
4559,5505,2.5
4559,1810,6.0
4611,4515,5.5
4611,3722,5.5
4515,4611,5.5
2388,3722,5.5
361,2388,5.5
1,2067,5.5
2067,1,5.5
1670,2017,0.0
1670,3744,0.0
1670,3722,6.0
4899,4611,5.5
3649,4189,6.0
4189,3649,6.0
5473,5488,0.0
4570,4189,5.5
4570,5465,5.5
4189,4570,5.5
3878,5514,5.5
5473,2498,0.0
5465,4570,5.5
4291,15,5.5
15,4291,5.5
4570,1018,6.0
1018,4570,5.5
2266,4694,6.0
1953,5530,5.5
3598,3897,6.0
3897,3598,6.0
3107,3897,5.5
3897,3107,5.5
3897,3278,6.5
3278,3897,7.5
3451,4570,5.5
4570,3451,5.5
4197,550,6.5
4385,4925,5.5
4925,4385,5.5
3878,5531,5.5
5531,3878,5.5
3451,1919,4.5
3451,3107,5.5
3107,3451,5.5
1352,1735,7.5
1352,5005,5.5
1352,3572,6.5
3451,5316,5.5
5316,3451,5.5
1670,5532,0.0
2045,5533,0.0
3919,5533,4.5
5523,5533,0.0
5523,5532,0.0
3722,4860,6.0
3013,3649,7.0
3649,3013,6.5
4860,115,5.5
4611,1731,5.5
1731,4611,5.5
3572,115,6.5
3572,545,6.5
3572,4860,6.5
3572,1352,6.5
3572,5065,6.5
3572,1735,6.5
4860,1735,5.5
4860,5065,6.5
4860,3572,6.5
115,39,5.5
3572,5005,6.0
115,3572,6.5
115,1735,6.5
115,4860,6.5
115,545,6.5
115,69,6.5
1735,4860,6.5
1735,115,6.5
1735,5065,6.5
1735,3572,6.5
115,5065,6.5
1735,545,7.0
1735,1352,8.0
3878,3572,5.5
2063,4515,5.5
4515,2063,5.5
115,5534,6.5
5534,115,6.0
5317,1352,8.5
3828,4611,6.5
3878,4867,5.5
4867,3451,6.0
4867,3878,5.5
5440,3640,6.0
5440,545,6.0
5440,4860,6.0
5440,1352,6.0
5440,3572,6.0
5065,4860,6.5
5065,115,6.5
5065,3572,6.5
5065,1735,6.5
5316,5363,6.0
5363,5316,6.0
5363,3828,5.5
4611,5363,5.5
5363,4611,5.5
115,1352,7.0
3451,4867,6.5
2397,4611,5.5
4611,2397,5.5
3649,5536,5.5
3878,5142,0.0
5536,3649,5.5
3451,3278,7.0
3278,3451,7.5
5536,3722,5.5
2125,2498,4.0
2125,1,7.5
2125,4291,6.0
4611,3229,5.5
35,5537,5.5
35,5538,5.5
115,62,0.0
115,3,0.0
1352,62,4.5
115,2,6.5
115,78,5.5
115,1202,5.5
5157,4860,5.5
4860,5157,5.5
5157,115,5.5
5157,5065,5.5
5157,545,5.5
115,5157,5.5
5157,3572,5.5
4860,5534,5.5
5157,1735,5.5
5472,1648,5.5
1648,5472,6.0
1052,5478,5.5
5065,5157,6.5
3640,5157,5.5
2934,5472,5.5
5472,2934,5.5
5065,1947,6.0
4385,3470,5.5
3707,5157,6.5
4385,5157,5.5
3722,5157,6.0
2642,3744,0.0
5363,3744,0.0
115,1,5.5
1,115,5.5
545,115,6.5
545,1735,7.0
545,4860,6.5
545,5157,6.5
545,5065,6.5
3451,1403,5.5
1403,3451,5.5
3451,4598,0.0
3878,5539,5.5
361,62,1.5
5539,3878,5.5
3572,5157,6.0
3451,4611,6.0
4611,3451,6.0
5450,5157,5.5
3828,5480,6.0
5480,3828,10.0
3640,5540,5.5
5540,3640,5.5
5540,5157,5.5
5540,1352,5.5
4611,5541,5.5
5541,4611,5.5
115,5542,5.5
115,664,5.5
3878,5521,5.5
3878,4925,5.5
2045,3099,4.5
4499,3194,5.5
3194,4499,5.5
3194,4197,7.5
5471,5544,5.5
5544,5471,7.0
1810,5471,0.0
1810,5544,0.0
4559,5544,0.0
4559,5471,0.0
5472,5536,5.5
5536,5472,5.5
4925,5472,5.5
5472,4925,5.5
4611,5472,5.5
4611,3655,6.5
3655,4611,6.5
5472,4880,6.0
5543,5472,5.5
5472,5531,5.5
4880,5472,6.0
2934,5546,0.0
2934,5471,0.0
2934,5544,0.0
5472,5481,6.0
5529,5547,0.0
5481,5472,6.0
1810,1964,0.0
5472,3013,6.0
3013,5472,6.0
3722,5482,6.0
4291,5472,6.0
5472,4291,6.0
3722,1512,5.5
3452,5200,0.0
3452,5197,0.0
3452,5193,0.0
4899,5316,5.5
5472,4611,6.5
4899,62,0.0
4570,5548,6.0
5472,3722,4.5
1403,1810,5.5
1810,1403,5.5
5472,1810,5.5
3452,1810,6.5
4899,5472,10.0
5472,4899,10.0
5549,5521,10.0
5472,5316,7.5
5316,5472,7.5
4419,3828,5.5
4899,5473,10.0
1810,4899,0.0
1810,5473,4.0
4385,5100,5.5
5550,5531,5.5
4611,4291,8.0
5316,4899,6.0
4851,4131,5.5
4131,4851,5.5
3527,3847,6.0
3847,3527,6.0
4519,5551,10.0
2565,3285,5.5
3285,2565,5.5
2125,5552,6.0
3640,5552,5.5
4315,5551,6.0
5480,3451,0.0
1386,5480,4.5
4172,5480,4.5
3451,5480,0.0
3429,3897,7.5
3897,3429,7.5
5180,4922,7.5
5473,1810,0.0
5316,1810,4.0
3452,4899,5.5
3452,1,5.5
5316,4291,7.5
4611,3452,5.5
3452,4611,5.5
2647,3901,6.0
5553,35,5.5
4519,3878,7.0
5543,5550,5.5
2835,2934,5.5
2934,2835,5.5
3722,1396,5.5
3919,4291,5.5
3722,2835,4.5
2835,3722,4.5
4291,3722,3.5
5528,5551,6.0
2896,3722,5.5
3722,2896,5.5
4515,5543,6.5
3722,4899,4.0
5554,5553,5.5
3897,3630,9.5
5529,5543,6.5
5543,5529,6.0
1565,5363,5.5
5472,215,6.5
215,5472,6.5
5553,5554,5.5
5555,3640,6.0
4925,1735,5.5
5472,3107,5.5
3107,5472,5.5
3910,5472,5.5
5363,2498,0.0
4291,4611,8.5
3901,2647,6.5
2755,5251,4.5
1352,5450,5.5
5553,5556,5.5
5556,5553,5.5
4385,5557,5.5
3707,4925,5.5
5543,1998,5.5
1998,5543,5.5
5316,5558,5.5
5558,5316,6.5
5559,3722,6.0
5559,5514,5.5
5559,2045,5.5
5559,4860,5.5
5559,545,5.5
5559,3707,5.5
5559,3878,5.5
5559,3640,5.5
5559,3572,5.5
2822,3572,6.0
2625,5481,5.5
5481,2625,5.5
5440,3878,5.5
1471,3986,6.0
3986,1471,6.0
5472,3910,3.5
3897,4418,6.0
3897,5560,6.0
5560,3897,10.0
3040,5472,6.0
5472,5550,5.5
5550,5472,5.5
3722,5561,4.0
1810,5563,5.5
5563,1810,5.5
992,908,6.5
5553,5564,5.5
5564,5553,5.5
115,17,5.5
3722,1735,6.5
5472,3040,6.5
4511,2048,5.5
2048,4511,5.5
35,5566,5.5
35,5567,5.5
5566,35,5.5
3722,5506,5.5
3722,25,5.5
3722,2642,6.0
3722,4291,4.5
3722,1352,7.5
3722,545,6.0
3722,4611,5.5
3722,5523,5.5
3722,5499,5.5
3722,1383,2.5
3722,62,2.5
3722,4553,4.5
1735,2018,5.5
5492,5568,10.0
5568,5492,10.0
4172,5473,1.0
3722,1,6.0
1396,2835,6.0
2835,1396,6.0
4385,5065,5.5
2625,5529,6.5
3722,2625,6.5
2835,4867,5.5
4867,2835,5.5
5450,1512,5.5
5065,1512,5.5
1731,1334,9.0
1396,4304,5.5
4304,1396,5.5
5524,1,10.0
361,1832,5.5
2835,5569,6.0
5569,2835,6.0
2822,4385,5.5
2625,4209,5.5
4209,2625,5.5
3572,1512,6.0
3897,5569,6.5
5569,3897,6.5
3427,690,5.5
3427,5555,5.5
5555,3427,5.5
2124,4694,0.0
1810,4694,1.5
361,4694,3.5
5524,1953,10.0
2835,2045,6.0
2045,2835,6.0
5541,5553,0.0
361,5553,0.0
1318,5553,0.0
3878,5553,0.0
5541,2767,5.5
2767,5541,5.5
5570,5541,5.5
5541,5570,6.0
5065,5317,5.5
3707,468,5.5
3897,2110,5.5
2110,3897,5.5
3897,2397,5.5
2397,3897,5.5
5316,5529,5.5
4291,1386,5.5
3828,5541,5.5
5541,3828,5.5
1352,25,5.5
3878,5573,5.5
5573,3878,5.5
3649,3707,5.5
3707,3649,5.5
2625,3707,5.5
3707,2625,5.5
4315,3864,6.0
3864,4315,6.0
5522,25,0.0
5522,5574,4.5
4291,361,5.5
1810,5480,1.0
5482,3722,5.5
5482,3878,5.5
3878,5482,5.5
5574,5522,4.5
5574,3451,0.0
135,5574,4.5
3878,3427,5.5
3427,3878,5.5
35,4515,5.5
2397,5575,4.5
2144,4315,6.5
4315,2144,6.0
3878,5143,5.5
2296,5576,0.0
3452,5576,0.0
361,5576,0.0
3828,5576,0.0
2388,5576,0.0
3640,5577,5.5
5065,5577,5.5
5577,3640,5.5
4197,3013,5.5
3603,5442,6.5
2296,1543,0.0
35,3878,5.5
35,5579,5.5
3040,5580,5.5
5580,3040,5.5
4315,93,7.5
93,4315,7.0
93,1318,7.0
4315,1318,5.5
1318,4315,5.5
5529,2625,7.0
1018,5576,0.0
5443,5581,6.0
5581,5443,6.0
2388,4361,5.5
4361,2388,6.0
3878,2296,5.5
5569,2296,5.5
1810,2296,8.5
4499,2397,5.5
2397,4499,5.5
2397,5582,5.5
5582,2397,5.5
3722,5450,5.5
1352,5521,6.0
3828,5524,6.0
5524,3828,6.0
4787,4315,6.0
3707,5577,5.5
5521,1352,6.0
3452,1334,5.5
5316,5583,5.5
5583,5316,5.5
5524,3429,5.5
3429,5524,5.5
5524,3804,5.5
5583,3040,5.5
3040,5583,5.5
3722,1810,6.5
4867,1412,5.5
1412,4867,5.5
4511,5310,5.5
5310,4511,5.5
4385,1726,4.5
5529,2397,6.0
2397,5529,5.5
5554,5316,5.5
5316,5554,5.5
4553,5316,5.5
3804,5524,5.5
5475,5585,5.5
5475,5586,5.5
5475,5587,5.5
5475,5588,5.5
5475,5589,5.5
215,4136,7.0
4136,215,7.0
4649,5480,0.0
4828,4693,0.0
2296,3452,5.5
3452,2296,5.5
4828,3452,5.5
4828,5590,5.5
3452,4828,5.5
5590,4828,5.5
3452,5590,5.5
5590,3452,5.5
2767,4197,6.5
4197,2767,5.5
3878,115,5.5
2388,3013,4.5
3013,4197,6.0
2658,5457,5.5
5457,2658,5.5
1034,4315,6.5
4315,1034,6.5
2125,5591,5.5
5591,5316,5.5
5316,5591,5.5
35,5581,5.5
35,5592,5.5
5523,4304,6.0
4304,5523,6.0
115,5593,5.5
5593,115,5.5
1396,3722,5.5
5529,361,6.5
361,5529,6.5
1018,57,9.0
57,1018,9.0
5353,4515,5.5
4515,5353,5.5
4515,3040,5.5
3040,4515,5.5
5594,3640,6.5
3040,280,7.0
3878,5508,5.5
5508,3878,5.5
4385,5594,5.5
4197,4867,6.0
5596,5554,4.5
5155,4867,5.5
5596,4197,5.5
5155,5353,6.0
5472,2110,6.5
3452,3909,5.5
5353,5155,6.0
5472,5596,5.5
5596,5472,5.5
5472,5597,5.5
5597,5472,5.5
2110,5472,6.5
5550,1810,5.5
1810,5550,5.5
5472,5598,5.5
5472,5529,6.5
5529,5472,6.5
4197,5472,6.0
5259,3897,7.5
3897,5259,7.0
5472,4197,6.0
4172,5599,0.0
4304,905,0.0
3828,5596,5.5
5596,3828,5.5
3878,33,5.5
33,3878,5.5
4385,4559,6.5
4385,115,6.5
3878,4385,5.5
3878,1352,5.5
4385,3878,5.5
4385,1947,6.5
4385,4921,6.5
3878,5506,5.5
4385,5507,5.5
1352,5539,5.5
5317,5539,5.5
4197,1670,5.5
1670,4197,6.0
4499,4649,9.0
4291,5595,5.5
4172,4499,6.5
5472,2625,7.0
5482,5601,5.5
2388,1615,5.5
2388,5212,5.5
35,5600,6.0
4197,216,5.5
216,4197,5.5
1810,5472,1.0
2045,5472,4.5
5559,1352,5.5
4304,1403,5.5
4511,5590,6.0
5590,4511,6.0
4118,1810,6.0
3429,2635,5.5
4559,2194,4.0
4118,4197,6.0
4197,4118,5.5
2388,2063,4.5
3707,4197,5.5
4385,2194,4.0
5569,33,6.5
33,5569,6.0
4197,3707,5.5
1971,2194,3.5
5596,1731,7.0
4925,5603,5.5
3452,4304,5.5
5598,5472,4.5
4304,5604,5.5
5604,4304,7.0
2296,4291,8.0
361,5472,4.5
361,3531,4.5
4515,3916,5.5
3916,4515,5.5
3707,5180,6.0
3429,1998,5.5
1998,3429,5.5
4385,5485,4.0
4385,2187,4.0
4559,5485,4.0
2835,2063,6.0
4291,3878,5.5
3878,4291,5.5
5604,135,6.0
2063,2835,6.0
57,3878,5.5
3878,57,5.5
3707,1383,4.5
5604,5516,7.0
1352,1948,4.5
4189,2942,5.5
2942,4189,5.5
5457,5570,7.5
3804,5457,6.0
4532,5457,5.5
5457,4532,5.5
3013,5316,5.5
1731,5607,6.5
5607,1731,6.5
4649,3013,5.5
3013,4649,5.5
4385,1690,4.0
4385,1386,4.0
3919,5212,4.5
4197,3581,5.5
3581,4197,7.5
1018,3746,6.0
4197,4611,6.5
5472,5609,5.5
3746,1018,6.0
5504,5610,5.5
5610,5504,5.5
4532,2835,5.5
2835,4532,5.5
3722,5540,5.5
5472,4251,5.5
5482,2194,2.5
3722,5571,5.5
2110,4197,6.5
4197,2110,6.0
3722,5317,5.5
3452,2067,6.0
3452,5472,0.0
2658,5611,4.0
4304,5472,1.0
2388,5472,0.0
3707,5065,6.5
3707,4860,7.0
5609,5472,5.5
4291,2835,6.5
2835,4291,6.5
4291,4851,5.5
4851,4291,5.5
2835,5591,5.5
5591,2835,5.5
3878,2388,5.5
2942,3040,5.5
3581,1899,6.0
1899,3581,5.5
3919,1363,5.5
2045,3919,6.5
2110,5608,5.5
2388,5608,4.5
5610,4197,5.5
5610,5609,5.5
5610,5316,5.5
5609,5610,5.5
5609,5316,5.5
4197,5610,5.5
1,3919,5.5
33,51,5.5
51,33,5.5
3040,51,6.0
51,3040,6.0
5353,3429,5.5
3429,5353,5.5
2658,2296,5.5
5608,3878,5.5
5608,2110,5.5
5608,5612,6.0
256,5614,7.5
5614,5610,0.0
5515,25,5.5
4925,5615,5.5
5615,4925,9.0
5608,4511,5.5
4511,5608,5.5
3722,1318,4.5
3878,5616,5.5
481,2296,6.5
3878,481,5.5
1352,5617,5.5
5590,5618,10.0
5618,5590,10.0
5590,5619,10.0
5618,5619,10.0
5619,5590,10.0
5619,5618,10.0
35,5614,5.5
5614,35,5.5
5612,3772,5.5
35,3772,6.0
3772,5612,5.5
3772,35,6.0
5614,256,9.0
2045,5618,5.5
4515,2045,5.5
2045,4515,5.5
1735,5616,5.5
2934,5435,5.5
5435,2934,5.5
2934,3804,5.5
4197,5614,5.5
5614,4197,5.5
3452,3040,5.5
3040,3452,5.5
2934,2266,7.5
2934,2028,0.0
1693,1352,6.5
4515,5622,10.0
3452,304,5.5
5622,4209,5.5
4209,5622,5.5
5612,3452,5.5
3452,5608,5.5
3656,5506,5.5
3878,2194,3.0
1971,35,5.5
3040,2942,6.0
2388,3828,5.5
3040,13,5.5
13,3040,6.0
3470,5623,9.0
4197,2835,7.0
2835,4197,7.0
2625,3013,6.0
3013,2625,6.0
4649,3040,6.0
3040,4649,6.0
3828,2388,5.5
5609,4649,9.5
361,3452,5.5
361,5570,6.0
2934,5608,2.5
3317,4197,7.5
1971,545,5.5
4197,3804,5.5
1018,1316,5.5
1352,5624,5.5
5624,1352,5.5
5624,115,5.5
5624,1735,5.5
5624,3707,5.5
5624,4385,5.5
5624,4559,5.5
4365,1316,5.5
5624,5065,5.5
5065,5624,5.5
5624,4860,5.5
35,5619,5.5
1939,1,7.0
5065,3707,6.5
3040,5625,5.5
5625,3040,5.5
35,5596,5.5
35,1971,5.5
4860,4291,4.5
3722,4519,4.5
4922,5626,6.5
4291,4860,4.5
1352,2524,4.5
4519,4291,7.0
3452,5612,5.5
2835,3040,5.5
3640,2524,4.5
3581,5625,5.5
5626,4922,6.5
3828,5627,5.5
5627,3828,6.0
3878,1,6.0
4860,5440,5.5
4515,2625,5.5
2625,4515,5.5
4172,1316,6.0
2658,1,8.0
2658,1939,6.5
1939,2658,6.5
5623,5482,6.0
5623,5606,7.5
5623,1352,6.0
4291,5598,5.5
5598,4291,10.0
4649,4499,9.0
4365,4197,5.5
4197,4365,5.5
5625,5472,5.5
3451,5574,0.0
2296,5472,5.5
3598,4197,5.5
4197,3598,5.5
3810,4197,6.0
4197,3810,6.0
1352,5623,5.5
5602,1352,6.0
3470,5602,9.0
5602,5482,6.0
3470,1352,5.5
5579,35,5.5
4172,1885,5.5
1885,4172,5.5
4515,4197,6.5
3013,3897,6.0
1352,3878,6.0
4382,3988,5.5
3707,5508,5.5
5515,5508,5.5
545,5508,5.5
3828,3725,5.5
3725,3828,5.5
35,5554,0.0
5631,2625,5.5
5630,3828,5.5
3828,3040,6.5
3040,3828,6.5
1764,5633,5.5
4860,5577,5.5
4860,5634,5.5
5635,4649,5.5
3040,5632,5.5
5632,3040,5.5
3040,5316,6.0
3988,5633,5.5
5065,5634,5.5
4925,4213,6.0
3988,4788,7.5
3988,3429,5.5
5636,3429,6.0
3988,5636,6.5
3429,5636,6.0
4101,4196,6.0
4196,4101,6.0
5636,3988,7.0
5636,5612,6.5
5623,5613,5.5
5636,1,10.0
5636,5638,0.0
1352,5613,6.0
3988,5639,4.5
3988,5638,4.5
3988,5640,4.5
5636,5641,0.0
5636,5640,0.0
1396,4291,6.5
